city,distance_km,vehicle_type,mileage_kmpl,fuel_price_per_l,food_type,food_budget_tier,meals_per_day,activity_count,activity_type,needs_accommodation,hotel_cost_per_night,people_count,transport_type,total_daily_expense
Mumbai,31.8,scooter,41.0,102.0,fast_food,budget,3,4,museum,0,0.0,2,rental_vehicle,2523.2
Goa,39.9,scooter,52.9,102.0,fast_food,fine_dining,3,4,adventure,1,3762.9,1,public_transport,6667.62
Chennai,45.2,ev,0.13,8.5,fast_food,mid_range,2,3,cafe_hopping,1,1984.2,1,rental_vehicle,3353.22
Bengaluru,13.3,car,15.7,102.0,fast_food,mid_range,3,1,museum,0,0.0,1,taxi,1715.49
Bengaluru,35.7,ev,0.15,8.5,fast_food,mid_range,3,4,shopping,0,0.0,2,rental_vehicle,3289.45
Kochi,140.8,bike,37.0,102.0,cafe,budget,3,2,entertainment,1,1953.11,4,rental_vehicle,5593.68
Hyderabad,149.3,car,15.2,102.0,cafe,fine_dining,4,2,sightseeing,0,0.0,3,personal_vehicle,10807.48
Bengaluru,46.5,scooter,53.3,102.0,veg,budget,2,4,adventure,0,0.0,1,personal_vehicle,1029.62
Chennai,81.4,scooter,44.4,102.0,fast_food,mid_range,3,3,beach,1,1094.58,2,personal_vehicle,4073.6
Delhi,140.0,bike,39.5,102.0,local_cuisine,budget,3,5,shopping,1,3148.89,3,public_transport,6845.92
Mumbai,66.9,car,16.4,102.0,fast_food,fine_dining,3,3,cafe_hopping,1,1444.83,2,public_transport,7334.52
Chennai,85.9,ev,0.16,8.5,local_cuisine,budget,3,5,cafe_hopping,0,0.0,2,taxi,2649.82
Bengaluru,187.0,bike,32.7,102.0,non_veg,budget,3,2,beach,0,0.0,4,public_transport,3999.43
Delhi,143.6,ev,0.14,8.5,veg,mid_range,3,4,sightseeing,1,2239.76,2,public_transport,5789.81
Bengaluru,75.3,scooter,48.6,102.0,local_cuisine,mid_range,4,1,shopping,1,1305.51,1,rental_vehicle,3227.26
Jaipur,103.0,scooter,44.1,102.0,cafe,budget,3,4,cafe_hopping,0,0.0,2,taxi,2795.95
Hyderabad,18.0,scooter,54.0,102.0,fast_food,budget,2,3,cafe_hopping,1,3759.97,4,rental_vehicle,6018.6
Delhi,144.7,ev,0.12,8.5,non_veg,mid_range,3,3,cafe_hopping,1,1540.25,1,rental_vehicle,3500.51
Delhi,132.6,car,17.9,102.0,non_veg,mid_range,2,2,cafe_hopping,0,0.0,1,personal_vehicle,1762.49
Goa,18.2,ev,0.15,8.5,veg,mid_range,3,1,museum,0,0.0,2,personal_vehicle,2539.89
Jaipur,103.2,ev,0.18,8.5,veg,budget,2,4,entertainment,0,0.0,1,taxi,1449.22
Hyderabad,29.0,bike,46.2,102.0,veg,budget,3,3,adventure,0,0.0,2,rental_vehicle,1983.77
Mumbai,30.7,scooter,40.3,102.0,cafe,mid_range,3,4,adventure,0,0.0,2,taxi,3650.31
Goa,99.8,bike,36.4,102.0,veg,mid_range,3,3,shopping,0,0.0,2,rental_vehicle,3214.19
Goa,70.5,car,20.1,102.0,cafe,fine_dining,3,3,adventure,0,0.0,1,public_transport,3185.73
Kochi,172.5,scooter,43.1,102.0,veg,budget,3,2,cafe_hopping,0,0.0,3,personal_vehicle,2818.15
Delhi,95.5,ev,0.19,8.5,non_veg,budget,2,1,adventure,0,0.0,2,rental_vehicle,1537.26
Delhi,101.5,bike,32.5,102.0,fast_food,fine_dining,2,2,beach,1,1858.89,1,public_transport,3878.79
Bengaluru,154.8,bike,42.2,102.0,veg,fine_dining,3,4,beach,0,0.0,3,rental_vehicle,8712.71
Chennai,51.0,ev,0.14,8.5,fast_food,mid_range,4,3,museum,0,0.0,3,public_transport,5422.1
Bengaluru,89.0,scooter,44.6,102.0,veg,mid_range,3,5,shopping,1,1533.92,2,personal_vehicle,5068.93
Jaipur,164.5,scooter,40.9,102.0,veg,budget,3,2,sightseeing,0,0.0,1,taxi,1591.45
Hyderabad,41.9,car,21.3,102.0,fast_food,fine_dining,3,3,sightseeing,1,2860.74,2,rental_vehicle,8514.45
Bengaluru,82.6,ev,0.2,8.5,veg,mid_range,3,1,beach,1,2312.72,1,personal_vehicle,3551.58
Jaipur,58.0,ev,0.12,8.5,non_veg,fine_dining,3,2,beach,0,0.0,1,personal_vehicle,2587.06
Mumbai,151.6,scooter,44.0,102.0,fast_food,mid_range,3,5,museum,0,0.0,1,taxi,2470.19
Chennai,145.7,scooter,46.9,102.0,local_cuisine,mid_range,3,3,beach,1,1409.22,1,rental_vehicle,3346.84
Hyderabad,56.4,ev,0.17,8.5,local_cuisine,fine_dining,3,1,sightseeing,0,0.0,2,rental_vehicle,4849.02
Bengaluru,106.8,bike,31.5,102.0,fast_food,mid_range,3,1,entertainment,0,0.0,1,public_transport,1589.89
Delhi,14.2,bike,46.0,102.0,non_veg,budget,3,2,adventure,0,0.0,2,rental_vehicle,1764.3
Jaipur,116.7,ev,0.17,8.5,local_cuisine,mid_range,3,1,beach,0,0.0,1,taxi,1710.94
Chennai,165.5,bike,43.4,102.0,fast_food,budget,3,4,cafe_hopping,0,0.0,2,personal_vehicle,2380.66
Kochi,62.8,scooter,54.9,102.0,local_cuisine,mid_range,3,3,museum,1,3398.5,4,public_transport,9132.48
Hyderabad,153.7,ev,0.12,8.5,non_veg,budget,3,4,beach,0,0.0,1,public_transport,1338.26
Jaipur,163.1,car,15.4,102.0,non_veg,mid_range,3,2,adventure,1,3536.9,3,personal_vehicle,8461.04
Chennai,170.3,bike,33.5,102.0,non_veg,mid_range,3,1,cafe_hopping,0,0.0,4,public_transport,5280.15
Hyderabad,177.3,scooter,53.5,102.0,non_veg,budget,3,4,entertainment,1,3605.08,4,personal_vehicle,8301.88
Bengaluru,163.7,bike,41.7,102.0,fast_food,budget,2,2,museum,1,4451.58,1,personal_vehicle,5427.97
Hyderabad,188.0,bike,47.7,102.0,veg,budget,2,1,beach,0,0.0,1,rental_vehicle,1170.35
Mumbai,171.4,bike,34.9,102.0,local_cuisine,mid_range,3,3,museum,0,0.0,1,personal_vehicle,1804.03
Delhi,97.5,ev,0.19,8.5,local_cuisine,mid_range,3,3,shopping,0,0.0,1,rental_vehicle,1826.71
Hyderabad,191.9,car,19.8,102.0,cafe,budget,3,5,museum,1,4070.4,2,rental_vehicle,7711.8
Hyderabad,70.4,scooter,54.7,102.0,cafe,fine_dining,2,2,entertainment,1,3817.66,2,personal_vehicle,7586.01
Kochi,82.1,bike,45.8,102.0,non_veg,mid_range,3,2,adventure,0,0.0,1,personal_vehicle,1501.8
Jaipur,72.2,ev,0.17,8.5,non_veg,mid_range,2,3,museum,1,3931.49,2,taxi,6900.09
Jaipur,107.1,scooter,40.7,102.0,cafe,mid_range,3,4,entertainment,0,0.0,1,public_transport,2030.16
Jaipur,152.8,bike,43.6,102.0,veg,mid_range,2,4,shopping,0,0.0,4,personal_vehicle,5027.12
Jaipur,62.3,bike,33.0,102.0,local_cuisine,mid_range,3,5,beach,1,3478.51,1,taxi,5817.93
Chennai,112.8,ev,0.11,8.5,cafe,mid_range,2,1,sightseeing,0,0.0,3,personal_vehicle,2717.26
Hyderabad,196.1,car,21.3,102.0,non_veg,mid_range,3,3,sightseeing,0,0.0,3,rental_vehicle,5394.89
Hyderabad,119.6,car,20.1,102.0,local_cuisine,mid_range,2,4,shopping,0,0.0,1,public_transport,1953.01
Bengaluru,105.5,scooter,40.5,102.0,local_cuisine,mid_range,3,3,beach,1,3584.04,1,public_transport,5030.45
Goa,160.5,scooter,50.9,102.0,fast_food,budget,4,1,shopping,0,0.0,1,rental_vehicle,1463.73
Mumbai,133.6,scooter,50.9,102.0,fast_food,mid_range,3,3,adventure,0,0.0,1,public_transport,1898.4
Mumbai,16.0,car,15.3,102.0,non_veg,mid_range,3,2,museum,0,0.0,1,public_transport,1545.58
Chennai,86.8,ev,0.17,8.5,non_veg,mid_range,3,2,sightseeing,1,991.37,1,rental_vehicle,2655.84
Jaipur,114.4,bike,42.7,102.0,fast_food,budget,3,2,museum,0,0.0,1,rental_vehicle,1274.25
Chennai,151.1,car,15.5,102.0,non_veg,budget,4,2,entertainment,1,1870.34,3,public_transport,5467.33
Delhi,156.9,ev,0.13,8.5,veg,budget,3,3,shopping,1,3611.99,1,rental_vehicle,4885.71
Jaipur,123.0,car,15.3,102.0,non_veg,fine_dining,3,5,entertainment,1,2514.99,2,taxi,8928.22
Chennai,31.7,car,14.3,102.0,local_cuisine,mid_range,2,3,sightseeing,1,4355.17,2,personal_vehicle,6628.73
Jaipur,100.0,bike,33.1,102.0,veg,mid_range,3,1,museum,1,1069.79,3,taxi,5278.84
Bengaluru,120.9,scooter,49.4,102.0,fast_food,budget,3,4,museum,0,0.0,1,taxi,1631.47
Chennai,62.6,scooter,45.5,102.0,veg,mid_range,3,3,shopping,1,2593.68,1,taxi,4565.77
Jaipur,88.5,bike,46.5,102.0,veg,mid_range,3,4,sightseeing,0,0.0,2,rental_vehicle,3694.18
Kochi,188.8,bike,49.3,102.0,local_cuisine,mid_range,3,5,museum,1,1967.31,2,personal_vehicle,5896.15
Hyderabad,106.7,car,17.2,102.0,veg,mid_range,2,2,cafe_hopping,1,2834.66,1,public_transport,4695.72
Chennai,98.7,bike,39.7,102.0,fast_food,budget,3,4,sightseeing,0,0.0,3,personal_vehicle,3429.49
Delhi,71.3,bike,39.5,102.0,local_cuisine,mid_range,3,5,sightseeing,1,944.86,4,taxi,8189.79
Kochi,138.1,bike,31.8,102.0,veg,budget,3,1,entertainment,1,3671.72,2,taxi,5600.87
Kochi,116.6,car,15.0,102.0,veg,fine_dining,3,2,entertainment,0,0.0,2,taxi,6360.43
Chennai,17.5,scooter,51.9,102.0,veg,budget,4,2,sightseeing,1,3416.41,1,taxi,4807.73
Chennai,137.6,car,18.5,102.0,non_veg,fine_dining,3,4,cafe_hopping,0,0.0,2,rental_vehicle,6396.1
Chennai,74.4,scooter,40.2,102.0,fast_food,mid_range,3,2,shopping,0,0.0,3,personal_vehicle,3673.87
Delhi,82.8,ev,0.13,8.5,fast_food,mid_range,4,3,beach,0,0.0,1,personal_vehicle,1869.63
Jaipur,13.3,scooter,50.2,102.0,cafe,mid_range,2,5,shopping,0,0.0,4,personal_vehicle,5405.42
Mumbai,31.4,scooter,49.8,102.0,cafe,mid_range,4,2,adventure,1,2067.62,1,public_transport,3789.64
Goa,105.1,car,14.0,102.0,cafe,mid_range,3,3,sightseeing,1,2527.9,3,taxi,7908.45
Chennai,72.2,car,17.0,102.0,non_veg,mid_range,3,1,shopping,1,2048.12,2,public_transport,4962.97
Chennai,125.7,car,13.5,102.0,veg,budget,3,3,museum,1,4320.42,2,taxi,7549.54
Kochi,174.2,scooter,47.9,102.0,non_veg,mid_range,3,2,sightseeing,0,0.0,3,taxi,4731.72
Delhi,139.6,bike,43.7,102.0,fast_food,budget,3,1,cafe_hopping,0,0.0,2,taxi,2076.17
Bengaluru,112.3,bike,40.6,102.0,veg,budget,3,4,entertainment,0,0.0,1,public_transport,1324.8
Hyderabad,196.1,ev,0.16,8.5,local_cuisine,budget,4,2,sightseeing,0,0.0,1,taxi,1670.16
Jaipur,195.8,bike,48.7,102.0,cafe,budget,3,2,museum,0,0.0,2,rental_vehicle,2339.93
Mumbai,133.8,car,12.5,102.0,local_cuisine,mid_range,2,4,cafe_hopping,0,0.0,1,rental_vehicle,2451.55
Delhi,126.7,car,13.5,102.0,veg,budget,3,4,museum,1,1941.06,3,public_transport,5850.2
Kochi,12.9,bike,45.8,102.0,fast_food,budget,3,2,adventure,0,0.0,1,personal_vehicle,888.18
Mumbai,66.2,scooter,48.9,102.0,veg,budget,3,4,cafe_hopping,1,3316.79,1,rental_vehicle,4954.62
Chennai,139.5,ev,0.14,8.5,fast_food,budget,3,2,cafe_hopping,1,1613.08,1,taxi,2976.15
Bengaluru,22.2,bike,41.6,102.0,non_veg,mid_range,3,2,shopping,0,0.0,1,rental_vehicle,1578.68
Chennai,134.6,bike,46.4,102.0,local_cuisine,mid_range,3,4,museum,1,2190.31,4,public_transport,8152.15
Kochi,174.2,ev,0.14,8.5,cafe,budget,3,3,adventure,1,1064.18,3,public_transport,4047.27
Delhi,179.2,bike,46.8,102.0,fast_food,fine_dining,3,5,shopping,1,4428.06,1,rental_vehicle,7707.1
Chennai,73.3,car,15.1,102.0,cafe,budget,2,5,cafe_hopping,0,0.0,3,public_transport,3501.07
Jaipur,127.2,ev,0.12,8.5,non_veg,budget,3,1,museum,1,3986.18,1,personal_vehicle,4639.69
Delhi,126.5,scooter,49.5,102.0,cafe,mid_range,3,3,shopping,0,0.0,1,personal_vehicle,1735.29
Mumbai,159.0,scooter,51.7,102.0,non_veg,budget,4,1,entertainment,1,1205.98,1,public_transport,2380.13
Jaipur,112.9,car,13.0,102.0,fast_food,mid_range,4,4,beach,1,1065.99,2,rental_vehicle,5671.32
Goa,111.4,bike,44.3,102.0,fast_food,mid_range,3,2,shopping,0,0.0,1,taxi,2076.4
Goa,116.0,ev,0.15,8.5,fast_food,mid_range,3,2,sightseeing,0,0.0,2,personal_vehicle,2781.51
Delhi,174.6,ev,0.12,8.5,fast_food,budget,3,1,beach,1,3202.2,1,taxi,4631.43
Delhi,149.7,scooter,48.5,102.0,fast_food,mid_range,2,1,adventure,1,2927.92,2,taxi,5407.36
Bengaluru,15.5,bike,35.6,102.0,fast_food,mid_range,3,1,museum,0,0.0,2,personal_vehicle,2618.78
Goa,40.1,scooter,45.2,102.0,cafe,budget,3,2,beach,0,0.0,1,personal_vehicle,896.96
Delhi,65.2,car,20.4,102.0,veg,budget,3,4,shopping,0,0.0,2,taxi,2933.48
Kochi,75.8,bike,47.2,102.0,cafe,budget,2,5,shopping,0,0.0,2,personal_vehicle,1998.81
Delhi,74.0,ev,0.17,8.5,cafe,budget,3,3,cafe_hopping,0,0.0,1,public_transport,1142.5
Mumbai,42.9,scooter,43.2,102.0,local_cuisine,mid_range,3,4,sightseeing,1,1238.09,1,personal_vehicle,2884.99
Delhi,84.1,ev,0.11,8.5,veg,budget,3,1,shopping,0,0.0,2,public_transport,1528.87
Mumbai,125.9,ev,0.12,8.5,non_veg,mid_range,2,1,entertainment,0,0.0,2,public_transport,1886.66
Goa,21.1,bike,42.3,102.0,cafe,fine_dining,4,1,cafe_hopping,1,3802.38,3,taxi,12729.22
Goa,72.2,ev,0.17,8.5,veg,budget,3,2,cafe_hopping,0,0.0,4,public_transport,3254.44
Mumbai,136.6,scooter,48.5,102.0,veg,budget,3,2,adventure,0,0.0,2,rental_vehicle,2155.66
Mumbai,20.3,bike,45.9,102.0,cafe,budget,3,2,sightseeing,0,0.0,2,personal_vehicle,1703.86
Jaipur,126.5,ev,0.13,8.5,fast_food,mid_range,4,1,cafe_hopping,0,0.0,2,public_transport,3370.69
Kochi,98.9,scooter,43.0,102.0,non_veg,fine_dining,3,5,shopping,0,0.0,2,public_transport,6012.36
Delhi,13.5,bike,46.0,102.0,fast_food,mid_range,3,2,beach,0,0.0,4,rental_vehicle,5603.32
Chennai,62.3,car,18.7,102.0,fast_food,budget,3,1,museum,1,3630.75,1,public_transport,4700.28
Goa,180.3,car,16.8,102.0,cafe,budget,3,4,sightseeing,0,0.0,4,public_transport,5394.81
Kochi,126.7,ev,0.11,8.5,local_cuisine,fine_dining,4,2,adventure,0,0.0,1,public_transport,2974.91
Bengaluru,77.0,bike,31.6,102.0,cafe,mid_range,3,3,beach,1,2282.2,1,taxi,4071.36
Mumbai,96.5,car,19.9,102.0,veg,fine_dining,2,2,beach,0,0.0,1,public_transport,2327.74
Hyderabad,176.6,car,15.5,102.0,fast_food,budget,3,2,adventure,1,4398.54,2,public_transport,7659.51
Jaipur,148.7,bike,41.7,102.0,fast_food,mid_range,3,1,sightseeing,0,0.0,4,public_transport,5187.82
Jaipur,128.4,ev,0.16,8.5,non_veg,budget,3,2,adventure,0,0.0,1,rental_vehicle,1207.05
Chennai,69.1,ev,0.11,8.5,veg,mid_range,3,4,adventure,0,0.0,1,taxi,1981.52
Bengaluru,175.7,car,20.9,102.0,non_veg,budget,2,2,sightseeing,1,3006.05,2,personal_vehicle,5563.18
Delhi,115.0,ev,0.13,8.5,non_veg,mid_range,3,3,beach,0,0.0,2,rental_vehicle,3327.85
Hyderabad,139.4,bike,34.3,102.0,cafe,fine_dining,3,4,adventure,0,0.0,2,public_transport,6016.4
Kochi,165.3,car,17.5,102.0,fast_food,mid_range,3,3,museum,0,0.0,1,personal_vehicle,2252.33
Kochi,63.7,car,20.0,102.0,veg,mid_range,3,1,entertainment,0,0.0,1,personal_vehicle,1580.41
Kochi,171.4,bike,36.2,102.0,veg,mid_range,3,1,shopping,0,0.0,2,public_transport,2778.59
Goa,195.5,ev,0.18,8.5,non_veg,mid_range,2,3,adventure,1,1679.2,2,rental_vehicle,4675.62
Kochi,21.9,bike,31.0,102.0,veg,mid_range,2,4,cafe_hopping,0,0.0,4,personal_vehicle,5170.79
Hyderabad,182.5,ev,0.19,8.5,veg,mid_range,2,2,adventure,0,0.0,1,public_transport,1354.18
Chennai,195.1,scooter,51.8,102.0,local_cuisine,budget,2,2,adventure,1,4372.82,1,taxi,5862.32
Chennai,117.5,bike,46.9,102.0,cafe,budget,3,3,cafe_hopping,0,0.0,1,taxi,1648.06
Bengaluru,191.1,scooter,49.5,102.0,fast_food,budget,2,2,shopping,0,0.0,2,personal_vehicle,1742.33
Chennai,100.4,car,13.0,102.0,veg,mid_range,3,2,cafe_hopping,1,2382.46,2,taxi,5871.22
Delhi,132.5,car,20.3,102.0,non_veg,mid_range,2,5,cafe_hopping,0,0.0,1,rental_vehicle,2206.05
Bengaluru,80.5,ev,0.13,8.5,fast_food,mid_range,3,2,cafe_hopping,0,0.0,2,personal_vehicle,2872.91
Hyderabad,26.6,car,21.1,102.0,cafe,budget,3,1,shopping,0,0.0,4,public_transport,2695.78
Hyderabad,165.2,scooter,50.4,102.0,local_cuisine,budget,2,2,beach,1,1898.58,3,rental_vehicle,4438.14
Kochi,123.3,car,13.9,102.0,local_cuisine,budget,2,5,museum,1,1407.22,1,taxi,3702.06
Jaipur,97.7,ev,0.14,8.5,local_cuisine,budget,3,5,shopping,1,867.34,3,personal_vehicle,4392.12
Jaipur,75.5,scooter,46.5,102.0,non_veg,mid_range,3,4,shopping,1,1562.26,2,rental_vehicle,4936.28
Mumbai,22.6,bike,40.0,102.0,local_cuisine,budget,3,4,cafe_hopping,1,2193.57,2,rental_vehicle,4883.72
Kochi,138.8,car,12.0,102.0,fast_food,budget,4,1,adventure,0,0.0,1,public_transport,1995.62
Delhi,148.1,ev,0.12,8.5,veg,fine_dining,3,4,museum,0,0.0,1,rental_vehicle,3095.66
Goa,154.1,car,13.0,102.0,cafe,mid_range,3,2,cafe_hopping,0,0.0,2,rental_vehicle,3875.32
Kochi,135.5,bike,37.7,102.0,veg,budget,3,5,entertainment,0,0.0,1,taxi,1876.8
Chennai,31.2,scooter,53.9,102.0,cafe,mid_range,3,3,beach,1,4347.95,3,personal_vehicle,8335.8
Kochi,23.8,ev,0.18,8.5,veg,mid_range,4,2,sightseeing,0,0.0,1,public_transport,1675.31
Hyderabad,166.7,scooter,43.5,102.0,fast_food,mid_range,3,5,beach,1,1429.86,1,taxi,3908.63
Bengaluru,16.1,scooter,43.1,102.0,veg,mid_range,3,1,beach,0,0.0,1,rental_vehicle,1459.74
Mumbai,62.7,ev,0.17,8.5,local_cuisine,budget,3,5,shopping,0,0.0,2,public_transport,2561.89
Bengaluru,92.3,ev,0.12,8.5,cafe,budget,3,1,sightseeing,0,0.0,1,rental_vehicle,1056.94
Mumbai,92.9,bike,33.4,102.0,veg,budget,3,3,cafe_hopping,1,4117.09,3,public_transport,7483.09
Kochi,190.1,car,13.9,102.0,fast_food,budget,2,4,cafe_hopping,0,0.0,2,public_transport,3212.03
Goa,194.2,car,18.0,102.0,non_veg,fine_dining,4,2,beach,0,0.0,4,rental_vehicle,14018.11
Mumbai,77.0,bike,42.4,102.0,cafe,mid_range,3,5,cafe_hopping,0,0.0,1,rental_vehicle,2048.4
Chennai,51.8,bike,37.6,102.0,non_veg,budget,3,1,museum,0,0.0,1,taxi,1219.06
Delhi,43.7,bike,48.6,102.0,local_cuisine,budget,3,5,museum,1,2650.34,1,rental_vehicle,4113.22
Bengaluru,117.6,bike,35.6,102.0,fast_food,mid_range,3,4,shopping,0,0.0,1,personal_vehicle,1846.96
Mumbai,72.0,scooter,46.9,102.0,cafe,budget,3,1,sightseeing,0,0.0,2,taxi,1815.7
Chennai,18.4,bike,46.2,102.0,local_cuisine,mid_range,3,3,shopping,0,0.0,1,rental_vehicle,1654.56
Kochi,181.2,bike,48.7,102.0,cafe,mid_range,2,1,adventure,0,0.0,4,taxi,3979.91
Bengaluru,82.5,ev,0.19,8.5,local_cuisine,budget,3,5,adventure,0,0.0,2,public_transport,2561.5
Jaipur,112.1,scooter,40.3,102.0,non_veg,fine_dining,3,1,sightseeing,0,0.0,3,public_transport,7264.52
Bengaluru,135.1,scooter,46.5,102.0,local_cuisine,budget,3,4,shopping,1,1443.06,1,public_transport,2864.02
Hyderabad,53.9,bike,48.8,102.0,local_cuisine,budget,3,2,cafe_hopping,1,2319.5,1,taxi,3551.58
Bengaluru,117.4,scooter,49.7,102.0,local_cuisine,budget,4,2,adventure,1,3389.15,1,personal_vehicle,4210.27
Bengaluru,148.0,car,21.6,102.0,non_veg,mid_range,3,5,beach,1,1824.09,2,rental_vehicle,5950.91
Bengaluru,48.9,scooter,44.9,102.0,veg,fine_dining,3,5,adventure,0,0.0,1,taxi,3460.41
Bengaluru,66.1,scooter,46.5,102.0,fast_food,mid_range,3,1,adventure,0,0.0,2,public_transport,2717.49
Bengaluru,162.0,ev,0.18,8.5,local_cuisine,budget,3,5,cafe_hopping,0,0.0,2,public_transport,2429.22
Goa,109.9,bike,35.6,102.0,fast_food,budget,2,5,cafe_hopping,0,0.0,1,taxi,1683.3
Delhi,110.2,car,18.0,102.0,local_cuisine,budget,3,1,museum,0,0.0,3,rental_vehicle,2953.3
Kochi,46.5,scooter,50.4,102.0,fast_food,mid_range,2,1,beach,0,0.0,1,public_transport,1019.1
Hyderabad,94.4,scooter,44.0,102.0,cafe,fine_dining,2,1,beach,1,3815.01,4,public_transport,9946.58
Bengaluru,56.6,bike,33.3,102.0,local_cuisine,mid_range,3,2,shopping,1,3342.92,1,rental_vehicle,5203.61
Jaipur,40.7,car,12.5,102.0,fast_food,mid_range,4,2,beach,0,0.0,1,public_transport,2031.49
Bengaluru,34.5,scooter,50.1,102.0,local_cuisine,budget,3,4,entertainment,0,0.0,4,taxi,4535.14
Jaipur,168.5,scooter,40.7,102.0,non_veg,budget,4,1,adventure,1,3453.98,1,personal_vehicle,4935.94
Mumbai,181.0,scooter,45.2,102.0,veg,mid_range,3,1,entertainment,0,0.0,1,personal_vehicle,1613.7
Bengaluru,22.1,bike,44.8,102.0,cafe,mid_range,3,1,shopping,0,0.0,1,rental_vehicle,1486.03
Mumbai,85.2,ev,0.1,8.5,fast_food,budget,3,4,entertainment,0,0.0,1,rental_vehicle,1353.84
Goa,178.3,scooter,43.1,102.0,non_veg,fine_dining,3,4,shopping,1,1390.68,1,rental_vehicle,4756.17
Delhi,166.1,ev,0.19,8.5,veg,mid_range,3,3,entertainment,0,0.0,1,public_transport,1836.7
Goa,99.8,bike,34.0,102.0,veg,budget,3,3,adventure,0,0.0,1,taxi,1733.49
Goa,178.8,car,21.9,102.0,local_cuisine,mid_range,3,4,sightseeing,0,0.0,1,public_transport,2266.89
Goa,121.9,scooter,46.8,102.0,non_veg,mid_range,2,4,cafe_hopping,0,0.0,2,rental_vehicle,2936.76
Jaipur,187.9,car,18.6,102.0,local_cuisine,mid_range,3,3,shopping,0,0.0,2,personal_vehicle,4262.53
Mumbai,82.5,ev,0.16,8.5,non_veg,budget,3,1,adventure,1,1333.4,3,personal_vehicle,3454.27
Jaipur,122.4,ev,0.2,8.5,cafe,mid_range,3,3,cafe_hopping,1,1723.82,2,rental_vehicle,5040.85
Delhi,94.3,car,12.7,102.0,cafe,fine_dining,2,1,entertainment,1,3753.35,2,rental_vehicle,7529.31
Bengaluru,128.2,scooter,46.8,102.0,non_veg,mid_range,3,2,entertainment,0,0.0,1,rental_vehicle,1850.5
Jaipur,98.7,ev,0.18,8.5,veg,mid_range,3,2,shopping,0,0.0,4,personal_vehicle,5128.39
Jaipur,53.0,car,19.6,102.0,fast_food,mid_range,3,3,adventure,0,0.0,1,public_transport,1827.96
Mumbai,38.8,ev,0.13,8.5,veg,budget,3,3,entertainment,1,4126.39,1,personal_vehicle,5127.29
Goa,173.8,bike,34.4,102.0,local_cuisine,mid_range,3,5,adventure,0,0.0,1,taxi,2586.28
Kochi,159.9,scooter,42.0,102.0,local_cuisine,budget,3,2,entertainment,0,0.0,1,personal_vehicle,1266.31
Jaipur,134.2,ev,0.16,8.5,local_cuisine,mid_range,3,4,entertainment,0,0.0,1,public_transport,1747.83
Bengaluru,119.2,scooter,41.1,102.0,fast_food,budget,3,5,sightseeing,0,0.0,1,personal_vehicle,1561.6
Chennai,160.2,scooter,52.9,102.0,cafe,mid_range,3,1,beach,1,1749.93,1,public_transport,3300.21
Goa,142.5,bike,43.9,102.0,fast_food,budget,3,2,shopping,1,2382.14,3,personal_vehicle,5266.57
Jaipur,186.6,bike,43.9,102.0,non_veg,mid_range,4,1,shopping,0,0.0,2,personal_vehicle,3495.1
Kochi,195.8,scooter,53.4,102.0,veg,budget,2,4,adventure,0,0.0,3,personal_vehicle,3122.01
Jaipur,92.1,scooter,41.8,102.0,fast_food,mid_range,3,1,cafe_hopping,0,0.0,1,rental_vehicle,1631.17
Delhi,195.0,ev,0.12,8.5,non_veg,mid_range,2,4,cafe_hopping,0,0.0,3,public_transport,4110.31
Delhi,116.3,scooter,45.9,102.0,non_veg,budget,2,3,sightseeing,0,0.0,4,public_transport,3274.22
Mumbai,148.2,bike,44.0,102.0,cafe,budget,3,5,cafe_hopping,0,0.0,1,public_transport,1541.9
Mumbai,40.5,ev,0.11,8.5,fast_food,mid_range,3,3,entertainment,1,4180.82,3,public_transport,8872.88
Jaipur,12.7,car,18.2,102.0,fast_food,budget,3,5,sightseeing,1,2751.82,1,taxi,4584.68
Chennai,182.4,car,18.7,102.0,fast_food,mid_range,3,4,cafe_hopping,0,0.0,1,rental_vehicle,2768.78
Chennai,48.9,scooter,46.6,102.0,cafe,mid_range,3,4,shopping,1,978.5,1,rental_vehicle,2741.99
Goa,83.4,bike,35.1,102.0,fast_food,mid_range,3,5,beach,0,0.0,2,personal_vehicle,3693.76
Kochi,47.6,ev,0.19,8.5,fast_food,mid_range,3,1,adventure,0,0.0,4,public_transport,4792.05
Goa,29.7,scooter,43.7,102.0,non_veg,mid_range,3,5,cafe_hopping,0,0.0,3,rental_vehicle,5304.63
Chennai,23.3,scooter,44.6,102.0,non_veg,budget,3,1,beach,0,0.0,3,public_transport,2136.49
Jaipur,63.0,car,15.6,102.0,cafe,mid_range,2,2,cafe_hopping,0,0.0,3,public_transport,3369.19
Jaipur,73.7,bike,37.0,102.0,fast_food,mid_range,4,4,beach,0,0.0,1,public_transport,2162.5
Mumbai,140.3,bike,40.4,102.0,local_cuisine,fine_dining,3,4,shopping,1,1522.49,2,personal_vehicle,7223.28
Jaipur,59.1,ev,0.16,8.5,veg,mid_range,3,1,museum,0,0.0,1,rental_vehicle,1459.39
Mumbai,60.8,bike,47.2,102.0,local_cuisine,fine_dining,3,2,beach,1,2660.42,1,rental_vehicle,5804.43
Kochi,14.0,car,18.0,102.0,veg,mid_range,4,5,cafe_hopping,1,3367.75,1,public_transport,5492.51
Chennai,119.0,car,12.2,102.0,non_veg,budget,3,5,museum,0,0.0,1,taxi,2892.92
